"372","444","347","446","5"
"373","984","1988","739","1"
"374","389","754","999","1"
"375","962","104","635","4"
"376","456","1581","498","3"
"377","692","1604","73","4"
"378","127","1665","642","4"
"379","77","585","274","1"
"380","652","527","728","4"
"381","674","964","463","3"
"382","350","1084","409","1"
"383","770","571","359","2"
"384","844","12","150","3"
"385","506","676","769","4"
"386","301","822","759","3"
"387","73","31","143","5"
"388","848","1638","791","3"
"389","525","302","574","3"
"390","633","392","793","2"
"391","11","1282","327","1"
"392","329","1273","810","4"
"393","191","1380","432","2"
"394","959","813","534","5"
"395","676","541","622","4"
"396","33","481","244","3"
"397","502","1179","486","1"
"398","268","986","550","3"
"399","881","608","655","4"
"400","571","364","96","2"
"401","717","1062","247","3"
"402","596","801","791","3"
"403","732","793","460","2"
"404","869","1711","979","1"
"405","578","721","114","4"
"406","810","415","464","5"
"407","678","1823","998","1"
"408","895","548","929","4"
"409","394","1045","902","2"
"410","138","1076","977","1"
"411","404","568","388","2"
"412","357","757","818","1"
"413","468","378","404","2"
"414","844","1622","123","4"
"415","711","659","51","3"
"416","734","400","178","1"
"417","651","392","232","1"
"418","845","816","806","4"
"419","374","1221","831","1"
"420","540","1307","446","4"
"421","259","949","211","2"
"422","954","104","218","5"
"423","507","1221","660","2"
"424","290","1201","368","3"
"425","503","32","107","5"
"426","33","618","503","5"
"427","256","97","338","5"
"428","840","490","513","4"
"429","753","1172","680","3"
"430","617","1213","382","3"
"431","451","305","888","1"
"432","74","591","459","1"
"433","401","199","416","2"
"434","484","596","775","4"
"435","3","1651","273","2"
"436","704","813","534","3"
"437","9","721","114","2"
"438","469","1084","409","3"
"439","563","1190","952","1"
"440","345","1706","896","4"
"441","327","1157","159","5"
"442","601","164","736","3"
"443","126","292","144","5"
"444","358","1350","211","4"
"445","952","1126","106","5"
"446","368","13","324","3"
"447","681","854","108","1"
"448","626","760","999","4"
"449","268","1286","249","4"
"450","103","1384","88","4"
"451","525","1537","897","1"
"452","454","867","983","4"
"453","564","271","810","3"
"454","346","1112","309","5"
"455","589","1652","204","3"
"456","995","7","577","2"
"457","67","1573","479","2"
"458","93","567","324","1"
"459","933","312","545","1"
"460","723","1480","703","4"
"461","590","266","312","4"
"462","491","1482","171","3"
"463","796","617","520","4"
"464","108","1344","757","3"
"465","687","1260","0","3"
"466","398","101","815","2"
"467","315","1350","904","2"
"468","181","277","299","4"
"469","787","1601","239","4"
"470","983","1931","643","2"
"471","840","1014","500","3"
"472","219","1978","70","5"
"473","14","1691","715","1"
"474","592","88","8","1"
"475","544","1864","860","4"
"476","433","1192","265","1"
"477","239","1885","416","5"
"478","312","226","530","3"
"479","674","768","585","2"
"480","314","38","563","3"
"481","38","1452","183","5"
"482","752","1919","358","2"
"483","744","565","678","4"
"484","989","1226","873","1"
"485","649","79","970","3"
"486","516","119","300","4"
"487","548","1528","272","3"
"488","811","357","306","3"
"489","115","486","933","2"
"490","422","139","958","4"
"491","941","1019","729","5"
"492","514","319","271","3"
"493","16","76","137","1"
"494","30","1393","876","1"
"495","228","79","280","1"
"496","30","1528","268","4"
"497","123","12","18","5"
"498","260","1966","574","2"
"499","0","1196","758","2"
"500","985","1403","238","1"
"501","889","407","127","5"
"502","664","630","396","5"
"503","406","1213","382","3"
"504","189","1895","523","1"
"505","751","167","947","1"
"506","274","921","570","3"
"507","268","1043","450","2"
"508","615","1071","202","4"
"509","685","557","54","1"
"510","339","26","901","1"
"511","952","929","556","4"
"512","15","1818","191","2"
"513","789","1844","192","5"
"514","106","1778","931","4"
"515","924","667","722","1"
"516","789","1392","894","5"
"517","467","1838","399","5"
"518","288","1626","801","3"
"519","480","166","340","4"
"520","891","3","482","2"
"521","984","1093","623","1"
"522","115","1782","815","1"
"523","98","1721","297","1"
"524","354","1189","256","2"
"525","24","1221","831","5"
"526","486","1155","737","5"
"527","759","69","4","4"
"528","194","1279","275","1"
"529","926","257","400","3"
"530","975","1739","225","2"
"531","259","101","403","2"
"532","472","12","233","4"
"533","121","406","326","1"
"534","874","637","780","3"
"535","673","75","717","3"
"536","490","1379","541","3"
"537","680","637","780","2"
"538","361","1992","266","4"
"539","174","248","406","4"
"540","520","1078","894","4"
"541","771","176","258","2"
"542","850","227","528","4"
"543","875","31","143","4"
"544","163","339","509","1"
"545","599","647","706","5"
"546","357","647","706","1"
"547","529","936","843","2"
"548","683","52","47","1"
"549","417","1030","775","5"
"550","134","59","337","5"
"551","768","991","323","1"
"552","814","48","9","4"
"553","423","1665","642","4"
"554","657","1452","183","5"
"555","640","893","510","3"
"556","620","1844","495","4"
"557","407","1182","480","3"
"558","377","1908","253","5"
"559","621","454","522","2"
"560","187","682","76","3"
"561","832","1605","81","1"
"562","105","1095","520","5"
"563","620","1742","914","2"
"564","633","76","137","5"
"565","915","757","818","1"
"566","546","545","268","2"
"567","598","1154","326","5"
"568","439","1019","729","5"
"569","88","106","109","2"
"570","999","1254","686","3"
"571","833","1528","268","1"
"572","291","66","391","1"
"573","216","796","574","1"
"574","620","757","818","3"
"575","849","973","944","2"
"576","304","1878","72","2"
"577","79","959","660","2"
"578","161","545","62","3"
"579","563","305","938","5"
"580","344","1489","711","5"
"581","771","947","732","3"
"582","460","1771","749","5"
"583","761","170","275","4"
"584","999","1485","548","2"
"585","87","1146","210","1"
"586","197","1557","992","1"
"587","224","571","359","3"
"588","217","1696","292","1"
"589","556","48","210","2"
"590","375","244","624","4"
"591","576","908","994","5"
"592","692","739","246","4"
"593","839","577","11","4"
"594","484","420","561","2"
"595","889","936","752","1"
"596","789","878","569","2"
"597","308","253","935","4"
"598","606","1181","656","4"
"599","629","765","198","3"
"600","314","145","532","5"
"601","793","131","433","4"
"602","725","40","114","1"
"603","47","364","96","5"
"604","461","639","860","3"
"605","85","341","778","2"
"606","72","1344","724","4"
"607","842","222","972","2"
"608","125","1983","592","4"
"609","510","990","817","1"
"610","126","952","377","2"
"611","825","962","585","5"
"612","614","1763","706","3"
"613","739","1432","517","5"
"614","902","287","358","4"
"615","661","520","183","3"
"616","847","151","792","4"
"617","113","360","266","1"
"618","95","1946","575","2"
"619","395","856","834","3"
"620","976","1818","768","2"
"621","532","1640","670","2"
"622","690","365","954","1"
"623","867","571","314","2"
"624","719","1648","954","1"
"625","942","1185","943","2"
"626","187","1057","173","5"
"627","139","420","561","2"
"628","85","1014","500","1"
"629","884","575","680","3"
"630","464","1117","216","1"
"631","392","1146","118","1"
"632","205","75","383","1"
"633","825","754","999","2"
"634","437","1396","697","3"
"635","603","31","143","5"
"636","793","170","275","4"
"637","841","422","539","2"
"638","45","342","740","5"
"639","780","510","234","3"
"640","669","250","619","4"
"641","267","1941","757","3"
"642","398","1877","974","2"
"643","146","813","381","3"
"644","848","1069","891","4"
"645","410","1378","661","2"
"646","727","1253","528","1"
"647","480","490","513","4"
"648","708","169","779","2"
"649","653","1557","452","1"
"650","366","1807","821","4"
"651","132","818","281","3"
"652","561","1581","498","1"
"653","300","493","169","1"
"654","838","1661","938","5"
"655","890","1535","788","2"
"656","966","1408","610","5"
"657","139","1880","211","2"
"658","757","1163","99","5"
"659","986","1904","6","2"
"660","733","66","282","1"
"661","202","809","272","3"
"662","488","1155","737","4"
"663","900","647","706","4"
"664","684","793","460","4"
"665","128","1629","435","2"
"666","479","63","986","3"
"667","428","199","808","5"
"668","920","978","970","1"
"669","844","220","242","5"
"670","330","399","599","5"
"671","395","1988","894","2"
"672","631","581","685","1"
"673","199","1708","267","3"
"674","851","1429","323","4"
"675","34","308","945","5"
"676","943","1629","435","4"
"677","444","1593","159","5"
"678","64","820","632","5"
"679","759","1024","898","3"
"680","782","1083","869","4"
"681","370","1035","531","3"
"682","314","52","377","2"
"683","797","1203","814","1"
"684","43","49","847","4"
"685","332","968","119","1"
"686","402","539","714","4"
"687","248","1894","830","3"
"688","584","866","924","3"
"689","770","97","259","4"
"690","771","931","492","4"
"691","666","1818","191","4"
"692","329","1861","385","3"
"693","782","674","302","5"
"694","999","26","234","1"
"695","110","144","156","2"
"696","684","1051","816","5"
"697","640","1108","534","4"
"698","964","1344","724","5"
"699","936","1501","635","5"
"700","254","1584","265","2"
"701","709","1962","256","5"
"702","817","682","964","1"
"703","986","929","219","1"
"704","836","471","501","1"
"705","156","1802","86","1"
"706","145","39","937","3"
"707","571","1874","192","1"
"708","615","1894","954","3"
"709","788","1075","294","3"
"710","973","1141","532","5"
"711","682","1593","386","3"
"712","593","1569","881","2"
"713","435","1660","531","3"
"714","889","1024","898","3"
"715","597","1068","270","5"
"716","20","79","837","3"
"717","135","1233","528","4"
"718","10","1730","246","4"
"719","557","1739","225","4"
"720","777","454","522","3"
"721","981","80","709","1"
"722","167","427","377","5"
"723","333","471","63","5"
"724","71","947","225","4"
"725","242","1327","432","2"
"726","25","465","297","5"
"727","309","653","298","4"
"728","453","596","775","5"
"729","142","1992","266","4"
"730","703","52","377","1"
"731","985","1993","401","4"
"732","619","334","509","4"
"733","787","294","394","1"
"734","306","1566","614","3"
"735","947","1097","967","2"
"736","203","473","594","1"
"737","724","1539","545","1"
"738","114","1613","920","3"
"739","151","1175","845","3"
"740","901","1442","18","2"
"741","162","282","421","1"
"742","363","56","339","5"
"743","170","527","278","1"
"744","817","831","101","1"
"745","451","1276","849","1"
"746","604","305","888","5"
"747","534","1514","429","3"
"748","402","1249","357","2"
"749","790","614","833","2"
"750","263","1788","432","2"
"751","66","1910","847","5"
"752","257","1595","542","3"
"753","852","1385","53","1"
"754","37","60","289","5"
"755","753","1532","747","2"
"756","856","1732","841","1"
"757","773","1403","494","5"
"758","995","591","702","3"
"759","840","1130","877","4"
"760","439","576","400","4"
"761","929","259","663","1"
"762","645","80","709","1"
"763","652","936","752","3"
"764","373","1569","881","1"
"765","162","1702","847","2"
"766","988","1367","880","4"
"767","647","76","672","1"
"768","73","942","951","3"
"769","628","1515","368","4"
"770","101","344","85","4"
"771","884","1222","449","1"
"772","393","1315","649","3"
"773","624","563","996","4"
"774","857","1879","698","2"
"775","923","292","144","1"
"776","355","545","62","4"
"777","496","1564","848","1"
"778","37","567","324","5"
"779","851","1045","902","1"
"780","806","1256","779","2"
"781","105","1277","861","2"
"782","599","736","579","3"
"783","1","1911","347","1"
"784","973","1074","185","2"
"785","360","748","677","3"
"786","456","1355","670","3"
"787","853","607","22","1"
"788","754","958","969","5"
"789","388","568","388","1"
"790","727","1113","271","1"
"791","627","118","803","4"
"792","113","676","769","3"
"793","513","1740","271","5"
"794","993","1779","424","1"
"795","659","478","0","2"
"796","972","51","129","3"
"797","97","48","76","1"
"798","449","1019","979","4"
"799","864","1134","620","3"
"800","972","478","402","4"
"801","375","539","714","3"
"802","46","454","522","3"
"803","947","1185","425","5"
"804","416","1763","947","1"
"805","133","1856","958","5"
"806","673","844","450","4"
"807","709","332","371","4"
"808","633","490","513","1"
"809","504","1784","787","5"
"810","111","1080","624","3"
"811","871","292","807","1"
"812","792","1451","672","5"
"813","558","1360","515","4"
"814","260","1182","480","3"
"815","993","799","709","2"
"816","578","1451","672","2"
"817","730","1225","70","3"
"818","711","154","495","2"
"819","67","1013","538","5"
"820","998","1535","96","3"
"821","954","278","668","4"
"822","552","569","287","4"
"823","182","249","995","4"
"824","992","1051","816","2"
"825","378","1036","375","4"
"826","962","1076","977","4"
"827","326","1256","351","2"
"828","853","1384","617","2"
"829","751","1902","269","5"
"830","835","256","258","2"
"831","405","801","791","5"
"832","322","88","8","2"
"833","311","1452","183","2"
"834","491","1380","13","1"
"835","870","1457","93","5"
"836","500","503","473","5"
"837","538","793","460","4"
"838","528","104","218","3"
"839","462","1538","596","4"
"840","443","1598","679","2"
"841","719","319","43","2"
"842","548","992","865","4"
"843","881","1111","926","4"
"844","587","694","712","5"
"845","338","1225","70","2"
"846","949","1665","556","2"
"847","7","1405","847","4"
"848","903","524","774","3"
"849","585","1848","203","2"
"850","343","594","769","2"
"851","232","1038","788","1"
"852","408","1502","716","2"
"853","793","1213","382","5"
"854","461","1327","484","2"
"855","232","1132","895","3"
"856","211","158","270","5"
"857","496","1742","914","1"
"858","549","685","651","5"
"859","808","827","6","2"
"860","678","1253","528","1"
"861","554","1325","851","3"
"862","23","0","865","4"
"863","141","48","9","1"
"864","655","899","697","1"
"865","97","579","518","3"
"866","600","59","409","5"
"867","911","1931","643","3"
"868","160","49","857","3"
"869","625","1796","150","5"
"870","948","109","555","2"
"871","585","1895","443","3"
"872","957","129","95","5"
"873","773","1089","266","3"
"874","253","659","655","5"
"875","345","1898","31","5"
"876","683","1052","380","3"
"877","392","1093","624","3"
"878","339","1054","267","2"
"879","464","1662","136","2"
"880","304","539","2","4"
"881","572","364","650","2"
"882","244","1087","213","5"
"883","508","511","11","5"
"884","723","637","780","3"
"885","617","222","972","4"
"886","505","132","759","1"
"887","905","758","889","3"
"888","501","427","58","2"
"889","371","417","284","4"
"890","596","1736","180","5"
"891","921","1480","370","2"
"892","593","1941","757","1"
"893","637","1436","40","2"
"894","521","594","838","4"
"895","300","1763","706","2"
"896","343","1189","225","2"
"897","197","780","423","2"
"898","674","1841","297","2"
"899","973","1385","68","5"
"900","889","1282","256","5"
"901","743","38","753","2"
"902","577","471","63","4"
"903","329","1516","666","1"
"904","717","104","632","1"
"905","851","265","3","1"
"906","315","328","881","3"
"907","522","626","351","5"
"908","548","1437","658","2"
"909","925","1592","301","5"
"910","785","1446","416","1"
"911","407","64","551","3"
"912","704","150","602","1"
"913","884","1175","845","2"
"914","857","1244","753","5"
"915","593","1361","452","1"
"916","765","959","660","5"
"917","73","868","40","4"
"918","243","425","384","3"
"919","412","785","827","3"
"920","219","993","413","4"
"921","30","1532","103","1"
"922","729","1904","581","2"
"923","566","1696","273","2"
"924","302","1592","687","1"
"925","147","307","794","4"
"926","700","554","773","2"
"927","840","754","999","3"
"928","977","765","414","1"
"929","300","596","775","3"
"930","21","500","79","1"
"931","985","1993","401","4"
"932","361","226","453","5"
"933","225","602","114","1"
"934","969","206","822","4"
"935","345","1344","724","1"
"936","992","7","979","3"
"937","937","154","495","1"
"938","764","571","359","4"
"939","429","32","107","1"
"940","130","924","33","2"
"941","165","1669","278","1"
"942","46","1502","968","4"
"943","612","87","597","3"
"944","965","71","229","4"
"945","25","72","193","4"
"946","999","101","403","3"
"947","977","627","842","1"
"948","863","793","680","2"
"949","506","357","964","3"
"950","436","1983","592","4"
"951","185","1249","723","5"
"952","978","1250","974","3"
"953","994","248","354","2"
"954","783","591","459","2"
"955","732","694","712","1"
"956","652","552","741","1"
"957","910","473","666","5"
"958","588","990","817","4"
"959","651","617","520","2"
"960","146","256","258","1"
"961","818","1056","854","2"
"962","223","1702","847","4"
"963","474","231","745","2"
"964","633","715","552","4"
"965","180","1471","646","3"
"966","233","1250","974","5"
"967","800","100","395","1"
"968","380","1414","303","4"
"969","469","984","610","4"
"970","487","1617","103","3"
"971","27","64","551","4"
"972","230","1502","716","5"
"973","117","1975","98","1"
"974","793","396","485","5"
"975","130","935","787","1"
"976","975","1343","261","5"
"977","413","1711","979","5"
"978","851","682","76","4"
"979","695","721","805","1"
"980","793","307","794","2"
"981","991","222","752","1"
"982","940","936","843","3"
"983","572","535","654","4"
"984","631","1369","67","3"
"985","481","104","635","3"
"986","926","621","36","3"
"987","736","1910","170","2"
"988","237","1240","216","3"
"989","68","1735","633","1"
"990","441","969","903","5"
"991","782","1993","960","4"
"992","489","1988","894","3"
"993","49","1214","71","4"
"994","453","1052","42","4"
"995","65","1061","26","4"
"996","772","317","726","5"
"997","176","248","354","1"
"998","233","49","413","1"
"999","265","638","440","1"
"1000","927","1937","200","5"
"1001","720","1386","417","3"
"1002","810","1790","881","2"
"1003","743","981","191","5"
"1004","838","832","398","3"
"1005","426","1305","295","2"
"1006","873","322","379","1"
"1007","849","176","258","4"
"1008","49","1173","97","3"
"1009","79","162","991","5"
"1010","531","502","24","2"
"1011","432","1696","292","2"
"1012","196","1885","246","4"
"1013","913","63","986","1"
"1014","439","1984","140","3"
"1015","225","729","377","4"
"1016","167","1722","363","5"
"1017","260","22","81","1"
"1018","209","1625","419","1"
"1019","295","289","721","1"
"1020","483","853","373","3"
"1021","435","187","56","5"
"1022","522","1164","441","1"
"1023","413","868","40","1"
"1024","119","608","655","4"
"1025","6","1706","896","4"
"1026","424","505","909","4"
"1027","666","929","556","4"
"1028","868","1807","612","5"
"1029","435","225","339","5"
"1030","657","571","359","3"
"1031","686","1807","612","4"
"1032","611","1463","890","2"
"1033","904","13","863","3"
"1034","356","487","38","3"
"1035","488","1321","866","1"
"1036","375","1691","715","1"
"1037","181","411","404","2"
"1038","63","74","229","4"
"1039","462","1907","181","1"
"1040","954","117","58","4"
"1041","580","1000","879","4"
"1042","993","1565","435","2"
"1043","169","1191","833","3"
"1044","860","83","648","5"
"1045","997","1730","121","5"
"1046","503","166","729","3"
"1047","946","1196","242","1"
"1048","643","689","90","2"
"1049","387","856","427","2"
"1050","594","370","791","5"
"1051","345","319","271","4"
"1052","884","275","339","1"
"1053","288","1131","834","5"
"1054","166","1307","254","3"
"1055","604","203","320","1"
"1056","485","292","144","1"
"1057","503","487","38","4"
"1058","480","1561","690","4"
"1059","485","921","898","5"
"1060","17","1189","256","2"
"1061","744","118","974","4"
"1062","204","1482","627","2"
"1063","940","1491","417","3"
"1064","390","1763","706","2"
"1065","790","1393","876","3"
"1066","548","541","514","1"
"1067","556","531","535","4"
"1068","3","653","868","4"
"1069","276","1434","968","1"
"1070","61","100","118","3"
"1071","567","1030","775","3"
"1072","867","625","989","3"
"1073","784","542","162","2"
"1074","785","450","157","3"
"1075","66","670","622","1"
"1076","363","1651","273","3"
"1077","853","1113","271","4"
"1078","315","347","362","1"
"1079","103","1153","570","3"
"1080","600","1279","275","3"
"1081","994","518","313","4"
"1082","799","479","349","5"
"1083","94","365","111","4"
"1084","442","342","866","2"
"1085","449","1882","617","5"
"1086","756","627","22","2"
"1087","103","968","119","1"
"1088","41","40","373","5"
"1089","722","1134","620","3"
"1090","650","388","445","3"
"1091","210","1535","96","3"
"1092","799","1186","711","4"
"1093","537","38","563","3"
"1094","799","1682","366","3"
"1095","138","1274","875","5"
"1096","961","1565","435","2"
"1097","47","1827","782","3"
"1098","426","1041","157","1"
"1099","954","870","168","5"
"1100","46","372","482","5"
"1101","409","409","125","5"
"1102","424","1075","294","2"
"1103","598","1056","62","3"
"1104","941","1367","880","4"
"1105","491","981","191","1"
"1106","560","1726","95","2"
"1107","596","782","110","2"
"1108","914","728","122","3"
"1109","59","370","791","3"
"1110","576","537","339","4"
"1111","931","973","642","5"
"1112","951","392","232","3"
"1113","600","1428","905","1"
